"","date","tmp","id"
"1",2020-01-01,-4,"AFG"
"2",2020-01-02,-6,"AFG"
"3",2020-01-03,-18,"AFG"
"4",2020-01-04,-16,"AFG"
"5",2020-01-05,-27,"AFG"
"6",2020-01-06,-24,"AFG"
"7",2020-01-07,-48,"AFG"
"8",2020-01-08,-46,"AFG"
"9",2020-01-09,-52,"AFG"
"10",2020-01-10,-54,"AFG"
"11",2020-01-11,-23,"AFG"
"12",2020-01-12,-2,"AFG"
"13",2020-01-13,-1,"AFG"
"14",2020-01-14,-31,"AFG"
"15",2020-01-15,-42,"AFG"
"16",2020-01-16,-43,"AFG"
"17",2020-01-17,-36,"AFG"
"18",2020-01-18,-48,"AFG"
"19",2020-01-19,-37,"AFG"
"20",2020-01-20,-16,"AFG"
"21",2020-01-21,-16,"AFG"
"22",2020-01-22,-24,"AFG"
"23",2020-01-23,-30,"AFG"
"24",2020-01-24,-16,"AFG"
"25",2020-01-25,-1,"AFG"
"26",2020-01-26,-14,"AFG"
"27",2020-01-27,-21,"AFG"
"28",2020-01-28,-14,"AFG"
"29",2020-01-29,-12,"AFG"
"30",2020-01-30,-3,"AFG"
"31",2020-01-31,-3,"AFG"
"32",2020-02-01,-3,"AFG"
"33",2020-02-02,-1,"AFG"
"34",2020-02-03,-9,"AFG"
"35",2020-02-04,-9,"AFG"
"36",2020-02-05,-18,"AFG"
"37",2020-02-06,4,"AFG"
"38",2020-02-07,5,"AFG"
"39",2020-02-08,14,"AFG"
"40",2020-02-09,17,"AFG"
"41",2020-02-10,26,"AFG"
"42",2020-02-11,8,"AFG"
"43",2020-02-12,6,"AFG"
"44",2020-02-13,18,"AFG"
"45",2020-02-14,19,"AFG"
"46",2020-02-15,42,"AFG"
"47",2020-02-16,41,"AFG"
"48",2020-02-17,51,"AFG"
"49",2020-02-18,74,"AFG"
"50",2020-02-19,53,"AFG"
"51",2020-02-20,51,"AFG"
"52",2020-02-21,80,"AFG"
"53",2020-02-22,92,"AFG"
"54",2020-02-23,87,"AFG"
"55",2020-02-24,95,"AFG"
"56",2020-02-25,105,"AFG"
"57",2020-02-26,119,"AFG"
"58",2020-02-27,109,"AFG"
"59",2020-02-28,72,"AFG"
"60",2020-02-29,62,"AFG"
"61",2020-03-01,83,"AFG"
"62",2020-03-02,97,"AFG"
"63",2020-03-03,104,"AFG"
"64",2020-03-04,59,"AFG"
"65",2020-03-05,48,"AFG"
"66",2020-03-06,64,"AFG"
"67",2020-03-07,49,"AFG"
"68",2020-03-08,48,"AFG"
"69",2020-03-09,67,"AFG"
"70",2020-03-10,49,"AFG"
"71",2020-03-11,52,"AFG"
"72",2020-03-12,43,"AFG"
"73",2020-03-13,64,"AFG"
"74",2020-03-14,66,"AFG"
"75",2020-03-15,92,"AFG"
"76",2020-03-16,103,"AFG"
"77",2020-03-17,119,"AFG"
"78",2020-03-18,131,"AFG"
"79",2020-03-19,132,"AFG"
"80",2020-03-20,91,"AFG"
"81",2020-03-21,94,"AFG"
"82",2020-03-22,121,"AFG"
"83",2020-03-23,91,"AFG"
"84",2020-03-24,84,"AFG"
"85",2020-03-25,79,"AFG"
"86",2020-03-26,89,"AFG"
"87",2020-03-27,97,"AFG"
"88",2020-03-28,93,"AFG"
"89",2020-03-29,106,"AFG"
"90",2020-03-30,71,"AFG"
"91",2020-03-31,49,"AFG"
"92",2020-04-01,68,"AFG"
"93",2020-04-02,102,"AFG"
"94",2020-04-03,126,"AFG"
"95",2020-04-04,139,"AFG"
"96",2020-04-05,120,"AFG"
"97",2020-04-06,90,"AFG"
"98",2020-04-07,112,"AFG"
"99",2020-04-08,132,"AFG"
"100",2020-04-09,113,"AFG"
"101",2020-04-10,142,"AFG"
"102",2020-04-11,151,"AFG"
"103",2020-04-12,161,"AFG"
"104",2020-04-13,135,"AFG"
"105",2020-04-14,113,"AFG"
"106",2020-04-15,139,"AFG"
"107",2020-04-16,128,"AFG"
"108",2020-04-17,91,"AFG"
"109",2020-04-18,128,"AFG"
"110",2020-04-19,132,"AFG"
"111",2020-04-20,112,"AFG"
"112",2020-04-21,144,"AFG"
"113",2020-04-22,161,"AFG"
"114",2020-04-23,174,"AFG"
"115",2020-04-24,167,"AFG"
"116",2020-04-25,184,"AFG"
"117",2020-04-26,200,"AFG"
"118",2020-04-27,196,"AFG"
"119",2020-04-28,150,"AFG"
"120",2020-04-29,153,"AFG"
"121",2020-04-30,187,"AFG"
"122",2020-05-01,158,"AFG"
"123",2020-05-02,153,"AFG"
"124",2020-05-03,173,"AFG"
"125",2020-05-04,166,"AFG"
"126",2020-05-05,168,"AFG"
"127",2020-05-06,174,"AFG"
"128",2020-05-07,192,"AFG"
"129",2020-05-08,191,"AFG"
"130",2020-05-09,203,"AFG"
"131",2020-05-10,214,"AFG"
"132",2020-05-11,191,"AFG"
"133",2020-05-12,188,"AFG"
"134",2020-05-13,162,"AFG"
"135",2020-05-14,142,"AFG"
"136",2020-05-15,158,"AFG"
"137",2020-05-16,171,"AFG"
"138",2020-05-17,147,"AFG"
"139",2020-05-18,162,"AFG"
"140",2020-05-19,186,"AFG"
"141",2020-05-20,197,"AFG"
"142",2020-05-21,217,"AFG"
"143",2020-05-22,228,"AFG"
"144",2020-05-23,232,"AFG"
"145",2020-05-24,242,"AFG"
"146",2020-05-25,240,"AFG"
"147",2020-05-26,249,"AFG"
"148",2020-05-27,240,"AFG"
"149",2020-05-28,239,"AFG"
"150",2020-05-29,226,"AFG"
"151",2020-05-30,231,"AFG"
"152",2020-05-31,234,"AFG"
"153",2020-06-01,229,"AFG"
"154",2020-06-02,228,"AFG"
"155",2020-06-03,215,"AFG"
"156",2020-06-04,241,"AFG"
"157",2020-06-05,256,"AFG"
"158",2020-06-06,257,"AFG"
"159",2020-06-07,253,"AFG"
"160",2020-06-08,254,"AFG"
"161",2020-06-09,239,"AFG"
"162",2020-06-10,236,"AFG"
"163",2020-06-11,241,"AFG"
"164",2020-06-12,230,"AFG"
"165",2020-06-13,202,"AFG"
"166",2020-06-14,246,"AFG"
"167",2020-06-15,254,"AFG"
"168",2020-06-16,250,"AFG"
"169",2020-06-17,259,"AFG"
"170",2020-06-18,253,"AFG"
"171",2020-06-19,264,"AFG"
"172",2020-06-20,262,"AFG"
"173",2020-06-21,259,"AFG"
"174",2020-06-22,287,"AFG"
"175",2020-06-23,264,"AFG"
"176",2020-06-24,251,"AFG"
"177",2020-06-25,269,"AFG"
"178",2020-06-26,269,"AFG"
"179",2020-06-27,253,"AFG"
"180",2020-06-28,234,"AFG"
"181",2020-06-29,251,"AFG"
"182",2020-06-30,214,"AFG"
"183",2020-07-01,248,"AFG"
"184",2020-07-02,257,"AFG"
"185",2020-07-03,266,"AFG"
"186",2020-07-04,262,"AFG"
"187",2020-07-05,249,"AFG"
"188",2020-07-06,256,"AFG"
"189",2020-07-07,242,"AFG"
"190",2020-07-08,258,"AFG"
"191",2020-07-09,272,"AFG"
"192",2020-07-10,271,"AFG"
"193",2020-07-11,267,"AFG"
"194",2020-07-12,244,"AFG"
"195",2020-07-13,212,"AFG"
"196",2020-07-14,232,"AFG"
"197",2020-07-15,250,"AFG"
"198",2020-07-16,256,"AFG"
"199",2020-07-17,249,"AFG"
"200",2020-07-18,283,"AFG"
"201",2020-07-19,293,"AFG"
"202",2020-07-20,287,"AFG"
"203",2020-07-21,280,"AFG"
"204",2020-07-22,284,"AFG"
"205",2020-07-23,304,"AFG"
"206",2020-07-24,298,"AFG"
"207",2020-07-25,300,"AFG"
"208",2020-07-26,292,"AFG"
"209",2020-07-27,299,"AFG"
"210",2020-07-28,300,"AFG"
"211",2020-07-29,299,"AFG"
"212",2020-07-30,302,"AFG"
"213",2020-07-31,301,"AFG"
"214",2020-08-01,274,"AFG"
"215",2020-08-02,267,"AFG"
"216",2020-08-03,297,"AFG"
"217",2020-08-04,291,"AFG"
"218",2020-08-05,286,"AFG"
"219",2020-08-06,294,"AFG"
"220",2020-08-07,306,"AFG"
"221",2020-08-08,308,"AFG"
"222",2020-08-09,288,"AFG"
"223",2020-08-10,298,"AFG"
"224",2020-08-11,301,"AFG"
"225",2020-08-12,304,"AFG"
"226",2020-08-13,303,"AFG"
"227",2020-08-14,299,"AFG"
"228",2020-08-15,299,"AFG"
"229",2020-08-16,314,"AFG"
"230",2020-08-17,317,"AFG"
"231",2020-08-18,308,"AFG"
"232",2020-08-19,289,"AFG"
"233",2020-08-20,267,"AFG"
"234",2020-08-21,269,"AFG"
"235",2020-08-22,277,"AFG"
"236",2020-08-23,286,"AFG"
"237",2020-08-24,292,"AFG"
"238",2020-08-25,273,"AFG"
"239",2020-08-26,224,"AFG"
"240",2020-08-27,229,"AFG"
"241",2020-08-28,247,"AFG"
"242",2020-08-29,249,"AFG"
"243",2020-08-30,259,"AFG"
"244",2020-08-31,234,"AFG"
"245",2020-09-01,241,"AFG"
"246",2020-09-02,242,"AFG"
"247",2020-09-03,252,"AFG"
"248",2020-09-04,254,"AFG"
"249",2020-09-05,258,"AFG"
"250",2020-09-06,259,"AFG"
"251",2020-09-07,260,"AFG"
"252",2020-09-08,253,"AFG"
"253",2020-09-09,251,"AFG"
"254",2020-09-10,261,"AFG"
"255",2020-09-11,251,"AFG"
"256",2020-09-12,256,"AFG"
"257",2020-09-13,253,"AFG"
"258",2020-09-14,254,"AFG"
"259",2020-09-15,239,"AFG"
"260",2020-09-16,232,"AFG"
"261",2020-09-17,237,"AFG"
"262",2020-09-18,218,"AFG"
"263",2020-09-19,202,"AFG"
"264",2020-09-20,215,"AFG"
"265",2020-09-21,222,"AFG"
"266",2020-09-22,211,"AFG"
"267",2020-09-23,199,"AFG"
"268",2020-09-24,198,"AFG"
"269",2020-09-25,206,"AFG"
"270",2020-09-26,198,"AFG"
"271",2020-09-27,195,"AFG"
"272",2020-09-28,188,"AFG"
"273",2020-09-29,183,"AFG"
"274",2020-09-30,186,"AFG"
"275",2020-10-01,172,"AFG"
"276",2020-10-02,179,"AFG"
"277",2020-10-03,177,"AFG"
"278",2020-10-04,179,"AFG"
"279",2020-10-05,172,"AFG"
"280",2020-10-06,182,"AFG"
"281",2020-10-07,188,"AFG"
"282",2020-10-08,183,"AFG"
"283",2020-10-09,183,"AFG"
"284",2020-10-10,188,"AFG"
"285",2020-10-11,176,"AFG"
"286",2020-10-12,166,"AFG"
"287",2020-10-13,149,"AFG"
"288",2020-10-14,156,"AFG"
"289",2020-10-15,158,"AFG"
"290",2020-10-16,154,"AFG"
"291",2020-10-17,154,"AFG"
"292",2020-10-18,151,"AFG"
"293",2020-10-19,156,"AFG"
"294",2020-10-20,156,"AFG"
"295",2020-10-21,154,"AFG"
"296",2020-10-22,143,"AFG"
"297",2020-10-23,134,"AFG"
"298",2020-10-24,134,"AFG"
"299",2020-10-25,117,"AFG"
"300",2020-10-26,114,"AFG"
"301",2020-10-27,136,"AFG"
"302",2020-10-28,136,"AFG"
"303",2020-10-29,115,"AFG"
"304",2020-10-30,97,"AFG"
"305",2020-10-31,93,"AFG"
"306",2020-11-01,97,"AFG"
"307",2020-11-02,104,"AFG"
"308",2020-11-03,134,"AFG"
"309",2020-11-04,124,"AFG"
"310",2020-11-05,115,"AFG"
"311",2020-11-06,102,"AFG"
"312",2020-11-07,109,"AFG"
"313",2020-11-08,117,"AFG"
"314",2020-11-09,114,"AFG"
"315",2020-11-10,106,"AFG"
"316",2020-11-11,94,"AFG"
"317",2020-11-12,112,"AFG"
"318",2020-11-13,93,"AFG"
"319",2020-11-14,19,"AFG"
"320",2020-11-15,9,"AFG"
"321",2020-11-16,37,"AFG"
"322",2020-11-17,34,"AFG"
"323",2020-11-18,36,"AFG"
"324",2020-11-19,31,"AFG"
"325",2020-11-20,22,"AFG"
"326",2020-11-21,31,"AFG"
"327",2020-11-22,23,"AFG"
"328",2020-11-23,14,"AFG"
"329",2020-11-24,16,"AFG"
"330",2020-11-25,16,"AFG"
"331",2020-11-26,19,"AFG"
"332",2020-11-27,35,"AFG"
"333",2020-11-28,49,"AFG"
"334",2020-11-29,60,"AFG"
"335",2020-11-30,72,"AFG"
"336",2020-12-01,87,"AFG"
"337",2020-12-02,81,"AFG"
"338",2020-12-03,91,"AFG"
"339",2020-12-04,79,"AFG"
"340",2020-12-05,68,"AFG"
"341",2020-12-06,64,"AFG"
"342",2020-12-07,41,"AFG"
"343",2020-12-08,39,"AFG"
"344",2020-12-09,34,"AFG"
"345",2020-12-10,32,"AFG"
"346",2020-12-11,40,"AFG"
"347",2020-12-12,35,"AFG"
"348",2020-12-13,28,"AFG"
"349",2020-12-14,8,"AFG"
"350",2020-12-15,-12,"AFG"
"351",2020-12-16,-14,"AFG"
"352",2020-12-17,-2,"AFG"
"353",2020-12-18,21,"AFG"
"354",2020-12-19,4,"AFG"
"355",2020-12-20,29,"AFG"
"356",2020-12-21,29,"AFG"
"357",2020-12-22,21,"AFG"
"358",2020-12-23,29,"AFG"
"359",2020-12-24,27,"AFG"
"360",2020-12-25,29,"AFG"
"361",2020-12-26,16,"AFG"
"362",2020-12-27,-11,"AFG"
"363",2020-12-28,-4,"AFG"
"364",2020-12-29,-1,"AFG"
"365",2020-12-30,3,"AFG"
"366",2020-12-31,-1,"AFG"
"367",2021-01-01,0,"AFG"
"368",2021-01-02,6,"AFG"
"369",2021-01-03,14,"AFG"
"370",2021-01-04,19,"AFG"
"371",2021-01-05,23,"AFG"
"372",2021-01-06,22,"AFG"
"373",2021-01-07,22,"AFG"
"374",2021-01-08,7,"AFG"
"375",2021-01-09,4,"AFG"
"376",2021-01-10,16,"AFG"
"377",2021-01-11,14,"AFG"
"378",2021-01-12,47,"AFG"
"379",2021-01-13,54,"AFG"
"380",2021-01-14,44,"AFG"
"381",2021-01-15,47,"AFG"
"382",2021-01-16,57,"AFG"
"383",2021-01-17,57,"AFG"
"384",2021-01-18,44,"AFG"
"385",2021-01-19,41,"AFG"
"386",2021-01-20,48,"AFG"
"387",2021-01-21,32,"AFG"
"388",2021-01-22,8,"AFG"
"389",2021-01-23,1,"AFG"
"390",2021-01-24,22,"AFG"
"391",2021-01-25,15,"AFG"
"392",2021-01-26,21,"AFG"
"393",2021-01-27,17,"AFG"
"394",2021-01-28,20,"AFG"
"395",2021-01-29,29,"AFG"
"396",2021-01-30,49,"AFG"
"397",2021-01-31,37,"AFG"
"398",2021-02-01,42,"AFG"
"399",2021-02-02,55,"AFG"
"400",2021-02-03,39,"AFG"
"401",2021-02-04,41,"AFG"
"402",2021-02-05,57,"AFG"
"403",2021-02-06,73,"AFG"
"404",2021-02-07,106,"AFG"
"405",2021-02-08,94,"AFG"
"406",2021-02-09,81,"AFG"
"407",2021-02-10,103,"AFG"
"408",2021-02-12,95,"AFG"
"409",2021-02-13,89,"AFG"
"410",2021-02-14,88,"AFG"
"411",2021-02-15,84,"AFG"
"412",2021-02-16,87,"AFG"
"413",2021-02-17,94,"AFG"
"414",2021-02-18,94,"AFG"
"415",2021-02-19,113,"AFG"
"416",2021-02-21,83,"AFG"
"417",2021-02-22,84,"AFG"
"418",2021-02-23,90,"AFG"
"419",2021-02-24,99,"AFG"
"420",2021-02-25,87,"AFG"
"421",2021-02-26,69,"AFG"
"422",2021-02-27,61,"AFG"
"423",2021-02-28,64,"AFG"
"424",2021-03-01,86,"AFG"
"425",2021-03-02,101,"AFG"
"426",2021-03-03,112,"AFG"
"427",2021-03-04,117,"AFG"
"428",2021-03-05,127,"AFG"
"429",2021-03-06,89,"AFG"
"430",2021-03-07,77,"AFG"
"431",2021-03-08,101,"AFG"
"432",2021-03-09,114,"AFG"
"433",2021-03-10,100,"AFG"
"434",2021-03-11,77,"AFG"
"435",2021-03-12,94,"AFG"
"436",2021-03-13,82,"AFG"
"437",2021-03-14,93,"AFG"
"438",2021-03-15,93,"AFG"
"439",2021-03-16,102,"AFG"
"440",2021-03-17,114,"AFG"
"441",2021-03-18,119,"AFG"
"442",2021-03-19,123,"AFG"
"443",2021-03-20,107,"AFG"
"444",2021-03-21,101,"AFG"
"445",2021-03-22,60,"AFG"
"446",2021-03-23,71,"AFG"
"447",2021-03-24,96,"AFG"
"448",2021-03-25,123,"AFG"
"449",2021-03-26,161,"AFG"
"450",2021-03-27,145,"AFG"
"451",2021-03-28,144,"AFG"
"452",2021-03-29,129,"AFG"
"453",2021-03-30,102,"AFG"
"454",2021-03-31,98,"AFG"
"455",2021-04-01,90,"AFG"
"456",2021-04-02,104,"AFG"
"457",2021-04-03,148,"AFG"
"458",2021-04-04,99,"AFG"
"459",2021-04-05,97,"AFG"
"460",2021-04-06,109,"AFG"
"461",2021-04-07,119,"AFG"
"462",2021-04-08,127,"AFG"
"463",2021-04-09,143,"AFG"
"464",2021-04-10,146,"AFG"
"465",2021-04-11,139,"AFG"
"466",2021-04-12,159,"AFG"
"467",2021-04-13,158,"AFG"
"468",2021-04-14,133,"AFG"
"469",2021-04-15,92,"AFG"
"470",2021-04-16,125,"AFG"
"471",2021-04-17,148,"AFG"
"472",2021-04-18,136,"AFG"
"473",2021-04-19,161,"AFG"
"474",2021-04-20,141,"AFG"
"475",2021-04-21,156,"AFG"
"476",2021-04-22,139,"AFG"
"477",2021-04-23,157,"AFG"
"478",2021-04-24,178,"AFG"
"479",2021-04-25,198,"AFG"
"480",2021-04-26,216,"AFG"
"481",2021-04-27,204,"AFG"
"482",2021-04-28,197,"AFG"
"483",2021-04-29,196,"AFG"
"484",2021-04-30,203,"AFG"
"485",2021-05-01,189,"AFG"
"486",2021-05-02,184,"AFG"
"487",2021-05-03,204,"AFG"
"488",2021-05-04,157,"AFG"
"489",2021-05-05,139,"AFG"
"490",2021-05-06,160,"AFG"
"491",2021-05-07,181,"AFG"
"492",2021-05-08,205,"AFG"
"493",2021-05-09,221,"AFG"
"494",2021-05-10,212,"AFG"
"495",2021-05-11,208,"AFG"
"496",2021-05-12,207,"AFG"
"497",2021-05-13,199,"AFG"
"498",2021-05-14,193,"AFG"
"499",2021-05-15,199,"AFG"
"500",2021-05-16,155,"AFG"
"501",2021-05-17,175,"AFG"
"502",2021-05-18,194,"AFG"
"503",2021-05-19,214,"AFG"
"504",2021-05-20,201,"AFG"
"505",2021-05-21,201,"AFG"
"506",2021-05-22,201,"AFG"
"507",2021-05-23,176,"AFG"
"508",2021-05-24,201,"AFG"
"509",2021-05-25,223,"AFG"
"510",2021-05-26,228,"AFG"
"511",2021-05-27,241,"AFG"
"512",2021-05-28,242,"AFG"
"513",2021-05-29,250,"AFG"
"514",2021-05-30,265,"AFG"
"515",2021-05-31,257,"AFG"
"516",2021-06-01,253,"AFG"
"517",2021-06-02,257,"AFG"
"518",2021-06-03,272,"AFG"
"519",2021-06-04,278,"AFG"
"520",2021-06-05,283,"AFG"
"521",2021-06-06,289,"AFG"
"522",2021-06-07,293,"AFG"
"523",2021-06-08,291,"AFG"
"524",2021-06-09,289,"AFG"
"525",2021-06-10,289,"AFG"
"526",2021-06-11,287,"AFG"
"527",2021-06-12,276,"AFG"
"528",2021-06-13,252,"AFG"
"529",2021-06-14,251,"AFG"
"530",2021-06-15,232,"AFG"
"531",2021-06-16,229,"AFG"
"532",2021-06-17,234,"AFG"
"533",2021-06-18,239,"AFG"
"534",2021-06-19,247,"AFG"
"535",2021-06-20,244,"AFG"
"536",2021-06-21,245,"AFG"
"537",2021-06-22,256,"AFG"
"538",2021-06-23,262,"AFG"
"539",2021-06-24,262,"AFG"
"540",2021-06-25,256,"AFG"
"541",2021-06-26,249,"AFG"
"542",2021-06-27,215,"AFG"
"543",2021-06-28,249,"AFG"
"544",2021-06-29,279,"AFG"
"545",2021-06-30,274,"AFG"
"546",2021-07-01,269,"AFG"
"547",2021-07-02,276,"AFG"
"548",2021-07-03,274,"AFG"
"549",2021-07-04,239,"AFG"
"550",2021-07-05,248,"AFG"
"551",2021-07-06,282,"AFG"
"552",2021-07-07,299,"AFG"
"553",2021-07-08,302,"AFG"
"554",2021-07-09,313,"AFG"
"555",2021-07-10,307,"AFG"
"556",2021-07-11,298,"AFG"
"557",2021-07-12,291,"AFG"
"558",2021-07-13,235,"AFG"
"559",2021-07-14,247,"AFG"
"560",2021-07-15,266,"AFG"
"561",2021-07-16,281,"AFG"
"562",2021-07-17,301,"AFG"
"563",2021-07-18,308,"AFG"
"564",2021-07-19,274,"AFG"
"565",2021-07-20,247,"AFG"
"566",2021-07-21,257,"AFG"
"567",2021-07-22,259,"AFG"
"568",2021-07-23,263,"AFG"
"569",2021-07-24,290,"AFG"
"570",2021-07-25,309,"AFG"
"571",2021-07-26,323,"AFG"
"572",2021-07-27,317,"AFG"
"573",2021-07-28,287,"AFG"
"574",2021-07-29,282,"AFG"
"575",2021-07-30,282,"AFG"
"576",2021-07-31,256,"AFG"
"577",2021-08-01,275,"AFG"
"578",2021-08-02,276,"AFG"
"579",2021-08-03,271,"AFG"
"580",2021-08-04,277,"AFG"
"581",2021-08-05,272,"AFG"
"582",2021-08-06,268,"AFG"
"583",2021-08-07,274,"AFG"
"584",2021-08-08,277,"AFG"
"585",2021-08-09,277,"AFG"
"586",2021-08-10,277,"AFG"
"587",2021-08-11,277,"AFG"
"588",2021-08-12,291,"AFG"
"589",2021-08-13,284,"AFG"
"590",2021-08-14,257,"AFG"
"591",2021-08-15,251,"AFG"
"592",2021-08-16,234,"AFG"
"593",2021-08-17,268,"AFG"
"594",2021-08-18,261,"AFG"
"595",2021-08-19,257,"AFG"
"596",2021-08-20,236,"AFG"
"597",2021-08-21,253,"AFG"
"598",2021-08-22,266,"AFG"
"599",2021-08-23,274,"AFG"
"600",2021-08-24,280,"AFG"
"601",2021-08-25,280,"AFG"
"602",2021-08-26,264,"AFG"
"603",2021-08-27,270,"AFG"
"604",2021-08-28,258,"AFG"
"605",2021-08-29,257,"AFG"
"606",2021-08-30,237,"AFG"
"607",2020-01-01,265.5,"AGO"
"608",2020-01-02,252.5,"AGO"
"609",2020-01-03,248.5,"AGO"
"610",2020-01-04,207,"AGO"
"611",2020-01-05,229.5,"AGO"
"612",2020-01-06,246,"AGO"
"613",2020-01-07,249.5,"AGO"
"614",2020-01-08,247,"AGO"
"615",2020-01-09,250.5,"AGO"
"616",2020-01-10,238,"AGO"
"617",2020-01-11,227.5,"AGO"
"618",2020-01-12,234,"AGO"
"619",2020-01-13,251.5,"AGO"
"620",2020-01-14,241,"AGO"
"621",2020-01-15,247.5,"AGO"
"622",2020-01-16,284,"AGO"
"623",2020-01-17,283,"AGO"
"624",2020-01-18,258,"AGO"
"625",2020-01-19,253.5,"AGO"
"626",2020-01-20,247.5,"AGO"
"627",2020-01-21,259,"AGO"
"628",2020-01-22,259,"AGO"
"629",2020-01-23,259,"AGO"
"630",2020-01-24,255.5,"AGO"
"631",2020-01-25,267.5,"AGO"
"632",2020-01-26,259.5,"AGO"
"633",2020-01-27,258,"AGO"
"634",2020-01-28,249,"AGO"
"635",2020-01-29,237.5,"AGO"
"636",2020-01-30,242.5,"AGO"
"637",2020-01-31,245.5,"AGO"
"638",2020-02-01,250.5,"AGO"
"639",2020-02-02,250.5,"AGO"
"640",2020-02-03,235.5,"AGO"
"641",2020-02-04,228.5,"AGO"
"642",2020-02-05,231,"AGO"
"643",2020-02-06,243,"AGO"
"644",2020-02-07,248.5,"AGO"
"645",2020-02-08,241.5,"AGO"
"646",2020-02-09,262.5,"AGO"
"647",2020-02-10,251,"AGO"
"648",2020-02-11,275,"AGO"
"649",2020-02-12,264,"AGO"
"650",2020-02-13,266,"AGO"
"651",2020-02-14,263,"AGO"
"652",2020-02-15,255.5,"AGO"
"653",2020-02-16,246,"AGO"
"654",2020-02-17,240.5,"AGO"
"655",2020-02-18,250,"AGO"
"656",2020-02-19,259.5,"AGO"
"657",2020-02-20,257.5,"AGO"
"658",2020-02-21,271.5,"AGO"
"659",2020-02-22,269,"AGO"
"660",2020-02-23,264.5,"AGO"
"661",2020-02-24,262,"AGO"
"662",2020-02-25,271,"AGO"
"663",2020-02-26,257,"AGO"
"664",2020-02-27,259.5,"AGO"
"665",2020-02-28,255,"AGO"
"666",2020-02-29,252.5,"AGO"
"667",2020-03-01,258,"AGO"
"668",2020-03-02,267.5,"AGO"
"669",2020-03-03,273,"AGO"
"670",2020-03-04,264,"AGO"
"671",2020-03-05,257.5,"AGO"
"672",2020-03-06,247,"AGO"
"673",2020-03-07,265,"AGO"
"674",2020-03-08,273.5,"AGO"
"675",2020-03-09,259.5,"AGO"
"676",2020-03-10,258.5,"AGO"
"677",2020-03-11,244,"AGO"
"678",2020-03-12,260.5,"AGO"
"679",2020-03-13,262.5,"AGO"
"680",2020-03-14,262,"AGO"
"681",2020-03-15,260,"AGO"
"682",2020-03-16,249.5,"AGO"
"683",2020-03-17,245.5,"AGO"
"684",2020-03-18,233.5,"AGO"
"685",2020-03-19,242.5,"AGO"
"686",2020-03-20,235,"AGO"
"687",2020-03-21,247,"AGO"
"688",2020-03-22,254.5,"AGO"
"689",2020-03-23,249.5,"AGO"
"690",2020-03-24,254,"AGO"
"691",2020-03-25,255,"AGO"
"692",2020-03-26,250,"AGO"
"693",2020-03-27,251,"AGO"
"694",2020-03-28,255.5,"AGO"
"695",2020-03-29,284,"AGO"
"696",2020-03-30,287,"AGO"
"697",2020-03-31,253,"AGO"
"698",2020-04-01,280,"AGO"
"699",2020-04-02,259,"AGO"
"700",2020-04-03,271,"AGO"
"701",2020-04-04,283,"AGO"
"702",2020-04-05,257,"AGO"
"703",2020-04-06,255.5,"AGO"
"704",2020-04-07,261.5,"AGO"
"705",2020-04-08,267.5,"AGO"
"706",2020-04-09,257.5,"AGO"
"707",2020-04-10,244.5,"AGO"
"708",2020-04-11,244,"AGO"
"709",2020-04-12,249,"AGO"
"710",2020-04-13,261,"AGO"
"711",2020-04-14,258.5,"AGO"
"712",2020-04-15,269,"AGO"
"713",2020-04-16,287,"AGO"
"714",2020-04-17,255,"AGO"
"715",2020-04-18,234,"AGO"
"716",2020-04-19,244,"AGO"
"717",2020-04-20,252,"AGO"
"718",2020-04-21,243.5,"AGO"
"719",2020-04-22,246,"AGO"
"720",2020-04-23,248.5,"AGO"
"721",2020-04-24,254.5,"AGO"
"722",2020-04-25,263.5,"AGO"
"723",2020-04-26,250.5,"AGO"
"724",2020-04-27,251.5,"AGO"
"725",2020-04-28,254,"AGO"
"726",2020-04-29,256,"AGO"
"727",2020-04-30,267,"AGO"
"728",2020-05-01,254,"AGO"
"729",2020-05-02,253.5,"AGO"
"730",2020-05-03,261,"AGO"
"731",2020-05-04,262,"AGO"
"732",2020-05-05,259,"AGO"
"733",2020-05-06,246.5,"AGO"
"734",2020-05-07,249,"AGO"
"735",2020-05-08,247,"AGO"
"736",2020-05-09,245,"AGO"
"737",2020-05-10,250.5,"AGO"
"738",2020-05-11,258,"AGO"
"739",2020-05-12,262,"AGO"
"740",2020-05-13,258,"AGO"
"741",2020-05-14,256,"AGO"
"742",2020-05-15,253.5,"AGO"
"743",2020-05-16,243.5,"AGO"
"744",2020-05-17,239,"AGO"
"745",2020-05-18,235,"AGO"
"746",2020-05-19,242,"AGO"
"747",2020-05-20,247,"AGO"
"748",2020-05-21,246,"AGO"
"749",2020-05-22,237.5,"AGO"
"750",2020-05-23,266,"AGO"
"751",2020-05-24,269,"AGO"
"752",2020-05-25,251.5,"AGO"
"753",2020-05-26,254,"AGO"
"754",2020-05-27,238.5,"AGO"
"755",2020-05-28,237,"AGO"
"756",2020-05-29,239,"AGO"
"757",2020-05-30,259,"AGO"
"758",2020-05-31,236,"AGO"
"759",2020-06-01,240,"AGO"
"760",2020-06-02,236,"AGO"
"761",2020-06-03,242.5,"AGO"
"762",2020-06-04,259,"AGO"
"763",2020-06-05,237.5,"AGO"
"764",2020-06-06,238,"AGO"
"765",2020-06-07,235,"AGO"
"766",2020-06-08,234,"AGO"
"767",2020-06-09,229.5,"AGO"
