PACIFIC Exchange Rate Service,,,,,,,,,,,,
Jul.Day,YYYY/MM/DD,Wdy,GBP/XDR,BGN/XDR,CAD/XDR,CLP/XDR,CNY/XDR,COP/XDR,HRK/XDR,CYP/XDR,CZK/XDR,DKK/XDR
2459318,2021/4/13,Tue,1.0383,2.3343,1.791,1009.53,9.3378,5230.5,9.0343,0.69956,31.05,8.8766
2459319,2021/4/14,Wed,1.0368,2.331,1.7908,1013.76,9.3321,5242.9,9.0225,0.69857,30.903,8.8638
2459320,2021/4/15,Thu,1.0368,2.3422,1.791,1001.62,9.3233,5160.2,9.0556,0.69891,31.068,8.9067
2459321,2021/4/16,Fri,1.0348,2.3333,1.7878,1005.19,9.3262,5148.2,9.0273,0.69856,30.931,8.8722
2459324,2021/4/19,Mon,1.0264,2.3353,1.7956,1002.93,9.3373,5173.4,9.0403,0.69767,30.929,8.8792
2459325,2021/4/20,Tue,1.0284,2.3374,1.8033,998.33,9.3242,5207.6,9.0488,0.69743,30.957,8.8874
2459326,2021/4/21,Wed,1.0297,2.3201,1.7957,1003.98,9.3087,5243.7,8.986,0.69803,30.716,8.8215
2459327,2021/4/22,Thu,1.035,2.3253,1.7914,1013.17,9.301,5198.9,9.0024,0.69789,30.746,8.8417
2459328,2021/4/23,Fri,1.0354,2.3281,1.7929,1024.49,9.3237,5232.1,9.0117,0.69586,30.768,8.8517
2459331,2021/4/26,Mon,1.0339,2.3195,1.7825,1015.96,9.3129,5253.3,8.972,0.69564,30.606,8.819
2459332,2021/4/27,Tue,1.0325,2.3243,1.7809,1006.18,9.3093,5334.7,8.9846,0.69556,30.775,8.8372
2459333,2021/4/28,Wed,1.0325,2.3205,1.7744,1006.49,9.3046,5313.8,8.969,0.69507,30.801,8.8227
2459334,2021/4/29,Thu,1.0306,2.319,1.7669,1014.96,9.3044,5338,8.9578,0.69418,30.611,8.8167
2459335,2021/4/30,Fri,1.0357,2.3218,1.761,1016.52,9.2781,5359.5,8.9587,0.69649,30.726,8.8275
2459338,2021/5/3,Mon,1.0317,2.3268,1.7615,1012.99,9.286,5484.9,8.974,0.69624,30.661,8.847
2459339,2021/5/4,Tue,1.0325,2.3258,1.7643,1011.67,9.2761,5501.8,8.9676,0.69756,30.73,8.8431
2459340,2021/5/5,Wed,1.0299,2.3335,1.7575,1006.9,9.2698,5523,8.9858,0.69853,30.812,8.8719
2459341,2021/5/6,Thu,1.0328,2.3184,1.7501,1005.6,9.2746,5427,8.9301,0.69642,30.639,8.8146
2459342,2021/5/7,Fri,1.0305,2.3304,1.7503,1000.37,9.2656,5419.6,8.9777,0.69398,30.601,8.8605
2459345,2021/5/10,Mon,1.0203,2.314,1.7443,1001.06,9.2538,5355.3,8.9229,0.69417,30.278,8.7981
2459346,2021/5/11,Tue,1.0194,2.3166,1.7446,1010.48,9.2699,5327.9,8.9293,0.69413,30.288,8.8077
2459347,2021/5/12,Wed,1.0204,2.3225,1.7388,1018.19,9.2737,5370.1,8.9388,0.69609,30.307,8.83
2459348,2021/5/13,Thu,1.0233,2.3279,1.7455,1019.69,9.2697,5353.5,8.9595,0.69605,30.44,8.8512
2459349,2021/5/14,Fri,1.0217,2.3197,1.7435,1012.64,9.269,5302.2,8.9179,0.69431,30.235,8.8197
2459352,2021/5/17,Mon,1.0202,2.3128,1.7407,1029.1,9.2786,5311.5,8.8883,0.69398,30.152,8.7936
2459353,2021/5/18,Tue,1.0176,2.3173,1.7409,1029.66,9.2798,5267.5,8.9106,0.692,30.127,8.8109
2459354,2021/5/19,Wed,1.0203,2.3165,1.7466,1031.82,9.2906,5313.6,8.8948,0.69212,30.137,8.8072
2459355,2021/5/20,Thu,1.0194,2.3069,1.7431,1035.95,9.2914,5360.6,8.8574,0.69192,30.1,8.7712
2459356,2021/5/21,Fri,1.0185,2.3186,1.7403,1037.34,9.2815,5383.6,8.9032,0.69317,30.173,8.8154
2459360,2021/5/25,Tue,1.0223,2.31,1.7431,1061.1,9.2666,5392.8,8.8723,0.69084,30.055,8.7826
2459361,2021/5/26,Wed,1.0222,2.3139,1.7491,1058.32,9.23,5411.3,8.888,0.69244,30.111,8.7975
2459362,2021/5/27,Thu,1.018,2.3121,1.7432,1053.67,9.2185,5389.6,8.8863,0.69297,30.073,8.7909
2459363,2021/5/28,Fri,1.0181,2.3194,1.7446,1046.4,9.1964,5360.8,8.9155,0.6935,30.182,8.819
2459366,2021/5/31,Mon,1.0181,2.3172,1.7448,1042.25,9.2074,5356.5,8.8931,0.69238,30.157,8.8105
2459367,2021/6/1,Tue,1.0204,2.3143,1.7404,1043.53,9.2232,5303,8.8849,0.69158,30.13,8.7998
2459368,2021/6/2,Wed,1.0192,2.3149,1.7405,1038.52,9.2188,5259.1,8.8822,0.69255,30.141,8.8019
2459369,2021/6/3,Thu,1.0203,2.3171,1.7428,1033.97,9.2211,5249.8,8.8872,0.69445,30.15,8.8104
2459370,2021/6/4,Fri,1.0179,2.3222,1.743,1033.34,9.2271,5188.3,8.9091,0.69397,30.219,8.8299
2459373,2021/6/7,Mon,1.0182,2.3218,1.7428,1032.43,9.236,5216.2,8.9041,0.69329,30.153,8.8286
2459374,2021/6/8,Tue,1.0197,2.3212,1.7453,1036.82,9.2346,5182.9,8.8982,0.6933,30.138,8.8257
2459375,2021/6/9,Wed,1.0216,2.3178,1.7455,1040.66,9.2161,5170.6,8.8912,0.69304,30.074,8.8131
2459376,2021/6/10,Thu,1.0192,2.3154,1.7449,1041.04,9.2223,5181,8.877,0.69362,30.059,8.8035
2459377,2021/6/11,Fri,1.0198,2.3288,1.7488,1035.23,9.209,5198.8,8.9201,0.69584,30.166,8.8542
2459380,2021/6/14,Mon,1.0202,2.3201,1.7482,1034.08,9.2108,5252.5,8.884,0.69519,30.158,8.8213
2459381,2021/6/15,Tue,1.0223,2.3246,1.7541,1043.27,9.2176,5272.2,8.9005,0.69489,30.249,8.8385
2459382,2021/6/16,Wed,1.0212,2.3231,1.7537,1044.9,9.2057,5307.5,8.9063,0.696,30.256,8.8333
2459383,2021/6/17,Thu,1.0257,2.3432,1.7633,1051.53,9.2126,5330.4,8.9794,0.70152,30.562,8.9098
2459384,2021/6/18,Fri,1.0314,2.3532,1.7712,1065.73,9.2013,5346.5,9.0222,0.70301,30.705,8.9475
2459387,2021/6/21,Mon,1.0264,2.3422,1.7674,1066.58,9.2341,5370.1,8.9813,0.70173,30.621,8.9057
2459388,2021/6/22,Tue,1.0253,2.3427,1.7639,1072.6,9.2496,5385.8,8.9818,0.70105,30.584,8.907
2459389,2021/6/23,Wed,1.0226,2.3413,1.7558,1048.43,9.2506,5403.3,8.9792,0.70024,30.415,8.9018
2459390,2021/6/24,Thu,1.0262,2.3438,1.759,1043.69,9.2433,5390,8.9871,0.70038,30.467,8.9115
2459391,2021/6/25,Fri,1.0281,2.338,1.7568,1046.91,9.2221,5333.2,8.9627,0.70018,30.468,8.8896
2459394,2021/6/28,Mon,1.0281,2.3459,1.7616,1048.51,9.2231,5291.3,8.9915,0.70095,30.585,8.9201
2459395,2021/6/29,Tue,1.0308,2.3495,1.7666,1049.35,9.2205,5347.7,9.005,0.7018,30.606,8.9333
2459396,2021/6/30,Wed,1.031,2.3458,1.7658,1038.69,9.2014,5330.8,8.9851,0.70307,30.57,8.919
2459398,2021/7/2,Fri,1.0316,2.3433,1.7585,1042.14,9.2164,5375.9,8.9724,0.7031,30.679,8.9093
2459401,2021/7/5,Mon,1.0289,2.3454,1.7591,1044.15,9.2099,5327.4,8.9801,0.70295,30.682,8.9171
2459402,2021/7/6,Tue,1.0305,2.3663,1.7713,1053.4,9.2159,5381.5,9.0568,0.70438,30.986,8.997
2459403,2021/7/7,Wed,1.0307,2.3595,1.7744,1067.66,9.2034,5403.9,9.0322,0.70518,30.991,8.9712
2459404,2021/7/8,Thu,1.0342,2.3453,1.7859,1075.41,9.244,5490.2,8.9834,0.70364,31.052,8.9178
2459405,2021/7/9,Fri,1.0287,2.3478,1.7787,1070.87,9.2352,5475.7,8.9948,0.70311,30.961,8.9273
2459408,2021/7/12,Mon,1.0273,2.3471,1.7776,1058.54,9.2296,5453.7,8.9941,0.70349,30.869,8.9253
2459409,2021/7/13,Tue,1.0288,2.3559,1.7806,1060.48,9.2068,5429.5,9.0246,0.70543,30.89,8.9596
2459410,2021/7/14,Wed,1.0274,2.3632,1.7801,1068.63,9.209,5417.4,9.0537,0.705,30.989,8.987
2459411,2021/7/15,Thu,1.029,2.3642,1.79,1074.02,9.1984,5432.9,9.0562,0.70563,30.93,8.9905
2459412,2021/7/16,Fri,1.0318,2.3587,1.7916,1077.28,9.216,5410.3,9.0409,0.70521,30.798,8.9702
2459415,2021/7/19,Mon,1.0392,2.3611,1.8142,1082.19,9.2279,5462.5,9.062,0.70533,30.911,8.9789
2459416,2021/7/20,Tue,1.0432,2.3536,1.8078,1077.19,9.2096,5448.2,9.0506,0.70595,30.857,8.9509
2459417,2021/7/21,Wed,1.0385,2.3436,1.7893,1074.47,9.1945,5505.9,9.0201,0.70557,30.79,8.9133
2459418,2021/7/22,Thu,1.0329,2.3644,1.7867,1068.63,9.1954,5500.8,9.1056,0.70636,30.996,8.9922
2459419,2021/7/23,Fri,1.0327,2.3626,1.7864,1077.37,9.2034,5495.4,9.1026,0.70648,30.985,8.9853
2459422,2021/7/26,Mon,1.0297,2.3584,1.7851,1091.61,9.2206,5549.6,9.0733,0.70531,30.904,8.968
2459423,2021/7/27,Tue,1.0271,2.3601,1.7907,1083.33,9.2638,5575.2,9.0583,0.70471,30.995,8.9747
2459424,2021/7/28,Wed,1.0255,2.3569,1.7884,1088.38,9.2422,5569,9.0462,0.70536,30.881,8.9627
2459425,2021/7/29,Thu,1.0226,2.3486,1.7782,1083.89,9.2232,5477.2,9.0167,0.70336,30.629,8.9316
2459426,2021/7/30,Fri,1.0253,2.3513,1.7782,1082.24,9.223,5513.4,9.017,0.70377,30.658,8.942
2459430,2021/8/3,Tue,1.0262,2.3545,1.7906,1104.52,9.2349,5589.1,9.0297,0.70389,30.687,8.9539
2459431,2021/8/4,Wed,1.0255,2.3523,1.7897,1110.28,9.2203,5586.3,9.0215,0.70454,30.597,8.9443
2459432,2021/8/5,Thu,1.0238,2.3523,1.7821,1108.7,9.2143,5583.5,9.0213,0.70491,30.567,8.9441
2459433,2021/8/6,Fri,1.0243,2.3639,1.7844,1118.11,9.2169,5577.1,9.0625,0.70717,30.716,8.9891
2459436,2021/8/9,Mon,1.0252,2.3678,1.7853,1120.93,9.2123,5661.9,9.0792,0.70779,30.739,9.0036
2459437,2021/8/10,Tue,1.0252,2.3631,1.7797,1106.98,9.2019,5651.3,9.0602,0.7088,30.668,8.9862
2459438,2021/8/11,Wed,1.0244,2.3671,1.7763,1095.28,9.2038,5611.1,9.0716,0.70815,30.747,9.0012
2459439,2021/8/12,Thu,1.0271,2.3662,1.7777,1097.1,9.2015,5520.3,9.0723,0.70818,30.721,8.9977
2459440,2021/8/13,Fri,1.027,2.3653,1.7807,1100.59,9.2168,5446.3,9.0683,0.70647,30.701,8.9941
2459443,2021/8/16,Mon,1.0276,2.3666,1.7887,1113.1,9.2151,5453.1,9.0687,0.70719,30.767,8.9986
2459444,2021/8/17,Tue,1.0326,2.362,1.792,1119.57,9.2084,5494.5,9.0467,0.70868,30.724,8.9809
2459445,2021/8/18,Wed,1.0312,2.3691,1.7919,1117.35,9.1986,5475.7,9.0791,0.70914,30.824,9.0083
2459446,2021/8/19,Thu,1.0372,2.3762,1.8125,1117.17,9.2007,5491.6,9.1153,0.70959,30.982,9.0353
2459447,2021/8/20,Fri,1.0399,2.3635,1.821,1112.77,9.2064,5476.8,9.0622,0.70935,30.887,8.987
2459450,2021/8/23,Mon,1.0352,2.3614,1.8003,1109.03,9.2042,5489,9.0503,0.70784,30.805,8.9792
2459451,2021/8/24,Tue,1.0351,2.3633,1.791,1111.14,9.1942,5471.9,9.0552,0.70765,30.853,8.9865
2459452,2021/8/25,Wed,1.0343,2.3641,1.7923,1109.17,9.2006,5477.3,9.0568,0.70723,30.862,8.9893
2459453,2021/8/26,Thu,1.0357,2.368,1.7965,1114.26,9.2034,5501.9,9.0667,0.70695,30.93,9.0039
2459454,2021/8/27,Fri,1.0337,2.3559,1.7965,1113.97,9.2035,5449.7,9.0207,0.70615,30.793,8.9577
2459457,2021/8/30,Mon,1.0341,2.3586,1.7929,1108.19,9.1989,5412,9.0367,0.70581,30.831,8.9675
2459458,2021/8/31,Tue,1.0342,2.358,1.796,1101.06,9.1959,5341.8,9.0304,0.70517,30.772,8.9653
2459459,2021/9/1,Wed,1.0336,2.3608,1.796,1091.25,9.2057,5325.8,9.0411,0.70397,30.667,8.976
2459460,2021/9/2,Thu,1.0316,2.346,1.7926,1095.22,9.2069,5388,8.9977,0.70347,30.447,8.9198
2459461,2021/9/3,Fri,1.0297,2.3492,1.7872,1092.68,9.2026,5416.2,9.0052,0.70294,30.535,8.9317
2459465,2021/9/7,Tue,1.0333,2.3542,1.7979,1106.7,9.2104,5428.5,9.0026,0.70366,30.602,8.9511
2459466,2021/9/8,Wed,1.0339,2.3554,1.8043,1123.86,9.1963,5421.5,9.0071,0.70476,30.582,8.9553
2459467,2021/9/9,Thu,1.0292,2.3506,1.803,1128.28,9.199,5455.7,8.9969,0.70515,30.524,8.9372
2459468,2021/9/10,Fri,1.0285,2.3596,1.7999,1122.69,9.1787,5465.4,9.0318,0.70541,30.509,8.9716
2459471,2021/9/13,Mon,1.0289,2.3612,1.8026,1113.77,9.1874,5451.4,9.0273,0.70606,30.602,8.9774
2459472,2021/9/14,Tue,1.0289,2.3603,1.8043,1114.83,9.1777,5440.7,9.0223,0.70562,30.64,8.9742
2459473,2021/9/15,Wed,1.0303,2.3504,1.8031,1112.43,9.1668,5458.8,8.9937,0.70613,30.426,8.9363
2459474,2021/9/16,Thu,1.0313,2.3714,1.8021,1112,9.1804,5415.9,9.0986,0.70768,30.653,9.016
2459475,2021/9/17,Fri,1.0323,2.3698,1.807,1111.66,9.1819,5426.5,9.0989,0.70803,30.651,9.0101
2459478,2021/9/20,Mon,1.039,2.3652,1.8208,1117.05,9.1772,5471.9,9.0766,0.70859,30.756,8.9924
"(C) 2021 Prof. Werner Antweiler, UBC",,,,,,,,,,,,
