PACIFIC Exchange Rate Service,,,,,,,,,,,,
Jul.Day,YYYY/MM/DD,Wdy,DEM/XDR,GHS/XDR,XAU/XDR,GRD/XDR,HNL/XDR,HKD/XDR,HUF/XDR,ISK/XDR,INR/XDR,IDR/XDR
2459415,2021/7/19,Mon,2.357,,0.00078346,410.65,,11.049,433.97,176.37,106.468,20616
2459416,2021/7/20,Tue,2.3591,,0.00077899,411.01,,11.037,432.55,176.78,105.969,20544
2459417,2021/7/21,Wed,2.3578,,0.00078866,410.79,,11.045,431.62,177.34,105.873,20566
2459418,2021/7/22,Thu,2.3605,,0.00079008,411.25,,11.049,432.64,179.16,105.845,20537
2459419,2021/7/23,Fri,2.3609,,0.00078939,411.32,,11.034,433.83,179.99,105.766,20533
2459422,2021/7/26,Mon,2.357,,0.0007902,410.64,,11.067,436.09,179.19,105.816,20519
2459423,2021/7/27,Tue,2.3549,,0.00079077,410.28,,11.081,433.74,179.8,106.02,20583
2459424,2021/7/28,Wed,2.3571,,0.00079215,410.66,,11.073,433.5,178.84,106.008,20556
2459425,2021/7/29,Thu,2.3504,,0.00078079,409.5,,11.1,430.01,176.77,106.037,20677
2459426,2021/7/30,Fri,2.3518,,0.00078154,409.74,,11.093,429.43,176.24,106.098,20677
2459430,2021/8/3,Tue,2.3522,,0.00078745,409.81,,11.101,426.88,176.49,105.955,20582
2459431,2021/8/4,Wed,2.3544,,0.00077994,410.19,,11.095,426.05,177.52,105.834,20337
2459432,2021/8/5,Thu,2.3556,,0.00079188,410.4,,11.089,425.7,178,105.697,20483
2459433,2021/8/6,Fri,2.3632,,0.00080652,411.72,,11.063,426.33,178.64,105.46,20510
2459436,2021/8/9,Mon,2.3652,,0.00081714,412.08,,11.055,428.41,178.93,105.641,20521
2459437,2021/8/10,Tue,2.3686,,0.0008235,412.67,,11.047,426.35,179.07,105.68,20456
2459438,2021/8/11,Wed,2.3665,,0.00081462,412.29,,11.047,429.46,179.12,105.482,20418
2459439,2021/8/12,Thu,2.3666,,0.00081259,412.31,,11.049,427.37,179.06,105.504,20434
2459440,2021/8/13,Fri,2.3608,,0.00080218,411.31,,11.074,426.95,178.99,105.679,20468
2459443,2021/8/16,Mon,2.3632,,0.00079664,411.73,,11.075,425.8,179.33,105.588,20559
2459444,2021/8/17,Tue,2.3682,,0.00079331,412.6,,11.061,424.08,179.22,105.595,20363
2459445,2021/8/18,Wed,2.3698,,0.00079551,412.87,,11.047,424.59,179.76,105.405,20362
2459446,2021/8/19,Thu,2.3713,,0.00079512,413.13,,11.039,426.41,180.78,105.38,20366
2459447,2021/8/20,Fri,2.3705,,0.0007962,412.99,,11.036,424.07,180.54,105.322,20461
2459450,2021/8/23,Mon,2.3654,,0.00078779,412.11,,11.065,422.74,181.35,105.221,20458
2459451,2021/8/24,Tue,2.3648,,0.0007855,412,,11.063,422.55,181.25,105.354,20353
2459452,2021/8/25,Wed,2.3634,,0.00079404,411.76,,11.057,421.58,179.63,105.428,20367
2459453,2021/8/26,Thu,2.3624,,0.00079484,411.59,,11.055,422.77,179.92,105.305,20415
2459454,2021/8/27,Fri,2.3598,,0.00079058,411.13,,11.076,422.65,179.72,104.571,20415
2459457,2021/8/30,Mon,2.3586,,,410.92,,11.081,420.03,180.65,104.297,20373
2459458,2021/8/31,Tue,2.3565,,0.00078433,410.55,,11.072,420.53,180.37,103.812,20408
2459459,2021/9/1,Wed,2.3525,,0.0007863,409.86,,11.08,420.1,179.86,103.997,20409
2459460,2021/9/2,Thu,2.3508,,0.00078659,409.56,,11.079,417.26,180.65,104.099,20370
2459461,2021/9/3,Fri,2.349,,0.00078284,409.26,,11.093,418.47,180.89,104.207,20308
2459465,2021/9/7,Tue,2.3514,,0.00079045,409.67,,11.077,419.6,181.52,104.649,20201
2459466,2021/9/8,Wed,2.3551,,0.00079698,410.32,,11.069,421.68,181.37,105.024,20273
2459467,2021/9/9,Thu,2.3564,,0.00079679,410.54,,11.082,421.7,181.24,104.826,20259
2459468,2021/9/10,Fri,2.3573,,0.00079406,410.69,,11.083,422.12,182.66,104.709,20224
2459471,2021/9/13,Mon,2.3595,,0.00079358,411.07,,11.072,422.03,182.78,104.8,20254
2459472,2021/9/14,Tue,2.358,,0.00079493,410.82,,11.083,422.45,182.47,104.965,20274
2459473,2021/9/15,Wed,2.3597,,0.00079316,411.11,,11.089,419.24,181.7,104.771,20260
2459474,2021/9/16,Thu,2.3649,,0.00081347,412.02,,11.069,424.6,183.33,104.591,20249
2459475,2021/9/17,Fri,2.3661,,0.00080896,412.22,,11.052,425.9,183.45,104.572,20303
2459478,2021/9/20,Mon,2.3679,,0.00080749,412.54,,11.055,428.06,183.82,104.521,20231
"(C) 2021 Prof. Werner Antweiler, UBC",,,,,,,,,,,,
