PACIFIC Exchange Rate Service,,,,,,,,,,,,
Jul.Day,YYYY/MM/DD,Wdy,MTL/XDR,MXN/XDR,MAD/XDR,NZD/XDR,NOK/XDR,XCB/XDR,XCT/XDR,PKR/XDR,PAB/XDR,PEN/XDR
2459348,2021/5/13,Thu,0.51055,28.794,,2.0008,12.021,0.021327,0.02251,218.55,,5.2878
2459349,2021/5/14,Fri,0.50928,28.568,,1.9882,11.869,0.020795,0.022043,217.34,,5.2849
2459352,2021/5/17,Mon,0.50904,28.559,,1.9992,11.914,0.020696,0.021752,218.8,,5.3313
2459353,2021/5/18,Tue,0.50758,28.633,,1.9926,11.859,0.020933,0.022058,220.09,,5.3864
2459354,2021/5/19,Wed,0.50767,28.676,,2.0102,11.971,0.021583,0.022811,220.39,,5.4042
2459355,2021/5/20,Thu,0.50753,28.73,,2.0056,12.005,0.022156,0.023311,221.19,,5.4099
2459356,2021/5/21,Fri,0.50844,28.774,,2.0103,12.085,0.021626,0.022684,220.95,,5.4029
2459360,2021/5/25,Tue,0.50673,28.749,,1.9994,12.013,0.021013,0.021815,220.8,,5.53
2459361,2021/5/26,Wed,0.5079,28.721,,1.9811,12.054,0.020954,0.021749,223.13,,5.5456
2459362,2021/5/27,Thu,0.50829,28.813,,1.9796,12.064,0.020796,0.021592,223.21,,5.5747
2459363,2021/5/28,Fri,0.50869,28.798,,1.992,12.065,0.020811,0.021768,222.74,,5.5051
2459366,2021/5/31,Mon,0.50786,28.802,,1.9868,12.041,,,220.88,,5.525
2459367,2021/6/1,Tue,0.50727,28.791,,1.9922,11.995,0.020642,0.02132,223.16,,5.5463
2459368,2021/6/2,Wed,0.50799,28.773,,1.9953,11.995,0.020456,0.020994,222.8,,5.5625
2459369,2021/6/3,Thu,0.50938,28.907,,2.0134,12.061,0.020364,0.020927,221.95,,5.5449
2459370,2021/6/4,Fri,0.50903,28.8,,2.0035,11.996,0.02023,0.020733,222.45,,5.5298
2459373,2021/6/7,Mon,0.50853,28.576,,1.9952,11.929,0.020364,0.020858,223.11,,5.6329
2459374,2021/6/8,Tue,0.50853,28.495,,2.0036,11.914,0.02021,0.020579,224.37,,5.6722
2459375,2021/6/9,Wed,0.50835,28.42,,2.0089,11.931,0.020238,0.020647,224.09,,5.6145
2459376,2021/6/10,Thu,0.50877,28.423,,2.0047,11.943,0.020136,0.020511,224.37,,5.5925
2459377,2021/6/11,Fri,0.5104,28.589,,2.0182,12.011,0.01998,0.020276,223.53,,5.6105
2459380,2021/6/14,Mon,0.50992,28.683,,2.0157,11.982,0.019923,0.020296,224.49,,5.6086
2459381,2021/6/15,Tue,0.50971,28.903,,2.0211,11.99,0.019613,0.019972,224.78,,5.6185
2459382,2021/6/16,Wed,0.51052,28.929,,2.0192,12.078,0.019471,0.019971,225.48,,5.6029
2459383,2021/6/17,Thu,0.51457,29.232,,2.039,12.194,0.019594,0.020107,223.63,,5.5871
2459384,2021/6/18,Fri,0.51566,29.418,,2.0536,12.36,0.019511,0.019908,222.81,,5.6159
2459387,2021/6/21,Mon,0.51472,29.373,,2.0437,12.274,0.01917,0.019391,224.32,,5.6485
2459388,2021/6/22,Tue,0.51422,29.281,,2.0378,12.232,0.019055,0.019516,224.94,,5.6681
2459389,2021/6/23,Wed,0.51363,28.916,,2.0267,12.167,0.018997,0.019545,225.49,,5.6839
2459390,2021/6/24,Thu,0.51373,28.55,,2.0223,12.148,0.018805,0.019482,224.81,,5.687
2459391,2021/6/25,Fri,0.51358,28.29,,2.0198,12.124,0.018692,0.019256,225.26,,5.691
2459394,2021/6/28,Mon,0.51415,28.304,,2.0276,12.174,0.019098,0.019569,225.47,,5.5995
2459395,2021/6/29,Tue,0.51478,28.275,,2.0407,12.217,0.018925,0.019504,225.75,,5.5783
2459396,2021/6/30,Wed,0.51571,28.352,,2.0406,12.254,0.018517,0.019378,225.59,,5.4991
2459398,2021/7/2,Fri,0.51573,28.231,,2.0313,12.263,0.018366,0.018887,223.39,,5.5333
2459401,2021/7/5,Mon,0.51562,28.29,,2.0294,12.216,0.018192,,224.66,,5.5755
2459402,2021/7/6,Tue,0.51666,28.404,,2.0246,12.361,0.018773,0.019332,224.5,,5.6161
2459403,2021/7/7,Wed,0.51725,28.414,,2.0254,12.4,0.019141,0.019695,224.66,,5.626
2459404,2021/7/8,Thu,0.51612,28.493,,2.0486,12.515,0.018971,0.019515,226.46,,5.6446
2459405,2021/7/9,Fri,0.51573,28.341,,2.04,12.404,0.018482,0.019122,226.76,,5.6484
2459408,2021/7/12,Mon,0.51602,28.329,,2.0425,12.396,0.018567,0.019208,227.45,,5.6486
2459409,2021/7/13,Tue,0.51744,28.489,,2.046,12.46,0.01836,0.018911,226.11,,5.6455
2459410,2021/7/14,Wed,0.51712,28.35,,2.0258,12.448,0.018807,0.019497,225.84,,5.6457
2459411,2021/7/15,Thu,0.51758,28.408,,2.038,12.553,0.019104,0.019866,226.93,,5.6343
2459412,2021/7/16,Fri,0.51727,28.254,,2.0299,12.573,0.019107,0.019826,226.21,,5.5865
2459415,2021/7/19,Mon,0.51736,28.467,,2.0497,12.722,0.020509,0.021398,228.47,,5.5839
2459416,2021/7/20,Tue,0.51782,28.587,,2.0553,12.822,0.020279,0.021095,228,,5.6127
2459417,2021/7/21,Wed,0.51754,28.688,,2.0435,12.663,0.019593,0.020229,229.15,,5.6125
2459418,2021/7/22,Thu,0.51811,28.642,,2.0405,12.582,0.019148,0.019705,228.47,,5.5991
2459419,2021/7/23,Fri,0.51821,28.477,,2.0348,12.589,0.018977,0.019665,228.2,,5.5772
2459422,2021/7/26,Mon,0.51735,28.498,,2.0339,12.562,0.01902,0.019716,230.19,,5.5646
2459423,2021/7/27,Tue,0.5169,28.455,,2.0456,12.628,0.019015,0.019861,229.54,,5.5784
2459424,2021/7/28,Wed,0.51738,28.4,,2.0525,12.594,0.018953,0.019665,229.88,,5.5886
2459425,2021/7/29,Thu,0.51592,28.357,,2.0388,12.488,0.01872,0.019401,230.78,,5.6043
2459426,2021/7/30,Fri,0.51622,28.338,,2.0441,12.585,0.018359,0.019301,230.71,,5.7398
2459430,2021/8/3,Tue,0.5163,28.378,,2.0371,12.575,0.019489,0.020206,231.87,,5.8062
2459431,2021/8/4,Wed,0.51678,28.434,,2.0222,12.594,0.020096,0.020921,233.21,,5.8068
2459432,2021/8/5,Thu,0.51706,28.417,,2.0195,12.567,0.019767,0.020637,233.16,,5.8085
2459433,2021/8/6,Fri,0.51871,28.445,,2.0254,12.61,0.02002,0.020829,231.81,,5.8123
2459436,2021/8/9,Mon,0.51917,28.501,,2.0281,12.689,0.0204,0.021347,232.54,,5.8325
2459437,2021/8/10,Tue,0.51991,28.534,,2.0269,12.676,0.019949,0.020769,232.13,,5.7894
2459438,2021/8/11,Wed,0.51943,28.349,,2.0158,12.598,0.01973,0.020496,232.64,,5.8088
2459439,2021/8/12,Thu,0.51945,28.263,,2.0268,12.563,0.019779,0.020543,232.22,,5.8115
2459440,2021/8/13,Fri,0.5182,28.269,,2.0226,12.522,0.02007,0.020816,233.04,,5.806
2459443,2021/8/16,Mon,0.51873,28.311,,2.0268,12.57,0.020309,0.021101,233.38,,5.8036
2459444,2021/8/17,Tue,0.51982,28.372,,2.0533,12.619,0.020455,0.021347,232.28,,5.8029
2459445,2021/8/18,Wed,0.52016,28.371,,2.0589,12.628,0.020679,0.021707,232.14,,5.8084
2459446,2021/8/19,Thu,0.52048,28.553,,2.0722,12.782,0.021212,0.022247,231.79,,5.815
2459447,2021/8/20,Fri,0.52031,28.887,,2.0738,12.806,0.021622,0.022755,232.52,,5.8235
2459450,2021/8/23,Mon,0.5192,28.912,,2.0615,12.661,0.020553,0.021624,232.95,,5.8358
2459451,2021/8/24,Tue,0.51906,28.799,,2.0445,12.56,0.019949,0.021045,234.33,,5.8169
2459452,2021/8/25,Wed,0.51876,28.819,,2.0404,12.533,0.019693,0.020722,235.23,,5.8172
2459453,2021/8/26,Thu,0.51855,28.892,,2.0415,12.528,0.020165,0.021063,235.9,,5.8083
2459454,2021/8/27,Fri,0.51796,28.809,,2.0327,12.433,0.019677,0.020655,235.83,,5.7896
2459457,2021/8/30,Mon,0.51771,28.658,,2.0316,12.331,,0.020534,235.25,,5.8097
2459458,2021/8/31,Tue,0.51724,28.593,,2.0193,12.369,0.01938,0.020801,236.1,,5.814
2459459,2021/9/1,Wed,0.51636,28.459,,2.0162,12.369,0.019789,0.020758,237.14,,5.8199
2459460,2021/9/2,Thu,0.516,28.472,,2.0058,12.346,0.019382,0.020347,238.34,,5.8409
2459461,2021/9/3,Fri,0.51561,28.413,,1.9964,12.351,0.019538,0.020589,237.93,,5.848
2459465,2021/9/7,Tue,0.51613,28.411,,2.0052,12.357,0.019918,0.020799,238.36,,5.8448
2459466,2021/9/8,Wed,0.51694,28.37,,2.0039,12.392,0.019671,0.020522,237.18,,5.8241
2459467,2021/9/9,Thu,0.51723,28.398,,2.0013,12.358,0.019978,0.020874,238.62,,5.8407
2459468,2021/9/10,Fri,0.51742,28.319,,1.9979,12.32,0.019672,0.02041,239.09,,5.8421
2459471,2021/9/13,Mon,0.5179,28.289,,2.0024,12.304,,,239.04,,5.8449
2459472,2021/9/14,Tue,0.51758,28.357,,2.0048,12.291,,,238.99,,5.8506
2459473,2021/9/15,Wed,0.51795,28.342,,2.0068,12.233,,,241.32,,5.8542
2459474,2021/9/16,Thu,0.51909,28.339,,2.0093,12.276,,,238.05,,5.8472
2459475,2021/9/17,Fri,0.51934,28.381,,2.0158,12.309,,,237.28,,5.8384
2459478,2021/9/20,Mon,0.51975,28.624,,2.0206,12.395,,,239.59,,5.8451
"(C) 2021 Prof. Werner Antweiler, UBC",,,,,,,,,,,,
