PACIFIC Exchange Rate Service,,,,,,,,,,,
Jul.Day,YYYY/MM/DD,Wdy,SKK/XDR,SIT/XDR,ZAR/XDR,KRW/XDR,ESP/XDR,LKR/XDR,SDD/XDR,SEK/XDR,CHF/XDR
2459346,2021/5/11,Tue,35.729,284.21,20.19,1615.4,197.33,,,11.99,1.3018
2459347,2021/5/12,Wed,35.83,285.01,20.212,1623.5,197.89,,,12.075,1.3047
2459348,2021/5/13,Thu,35.828,285,20.289,1623.7,197.88,,,12.08,1.3022
2459349,2021/5/14,Fri,35.738,284.28,20.325,1623.4,197.38,,,12.016,1.2996
2459352,2021/5/17,Mon,35.722,284.15,20.347,1637.5,197.29,,,12.013,1.2993
2459353,2021/5/18,Tue,35.619,283.34,20.217,1628.5,196.73,,,11.965,1.2963
2459354,2021/5/19,Wed,35.626,283.39,20.289,1630.8,196.76,,,12.029,1.3014
2459355,2021/5/20,Thu,35.615,283.31,20.216,1630.6,196.7,,,12.005,1.2985
2459356,2021/5/21,Fri,35.68,283.82,20.124,1624.9,197.06,,,12.002,1.2964
2459360,2021/5/25,Tue,35.56,282.86,20.026,1623,196.4,,,11.947,1.2954
2459361,2021/5/26,Wed,35.642,283.52,19.912,1613.6,196.85,,,11.997,1.2958
2459362,2021/5/27,Thu,35.669,283.74,19.87,1614.1,197,,,11.964,1.2968
2459363,2021/5/28,Fri,35.697,283.95,19.897,1609.4,197.15,,,11.998,1.2994
2459366,2021/5/31,Mon,35.639,283.49,19.868,1602.2,196.83,,,11.984,1.2999
2459367,2021/6/1,Tue,35.598,283.17,19.891,1601.1,196.61,,,11.945,1.2961
2459368,2021/6/2,Wed,35.648,283.56,19.64,1604.1,196.88,,,11.946,1.2981
2459369,2021/6/3,Thu,35.745,284.34,19.624,1607.7,197.42,,,11.994,1.3014
2459370,2021/6/4,Fri,35.721,284.14,19.44,1603.5,197.29,,,11.947,1.2974
2459373,2021/6/7,Mon,35.686,283.87,19.512,1603.3,197.09,,,11.929,1.2959
2459374,2021/6/8,Tue,35.686,283.87,19.573,1610.1,197.1,,,11.93,1.2933
2459375,2021/6/9,Wed,35.673,283.77,19.719,1610.3,197.02,,,11.915,1.2921
2459376,2021/6/10,Thu,35.703,284,19.638,1608.2,197.19,,,11.91,1.2919
2459377,2021/6/11,Fri,35.817,284.91,19.727,1607.3,197.82,,,11.978,1.2937
2459380,2021/6/14,Mon,35.784,284.65,19.817,1609.8,197.63,,,11.99,1.2949
2459381,2021/6/15,Tue,35.769,284.52,19.861,1609.3,197.55,,,11.99,1.2935
2459382,2021/6/16,Wed,35.825,284.98,19.831,1613.3,197.86,,,12.053,1.2957
2459383,2021/6/17,Thu,36.11,287.24,20.14,1620.7,199.43,,,12.194,1.3096
2459384,2021/6/18,Fri,36.186,287.85,20.364,1619.1,199.86,,,12.283,1.3143
2459387,2021/6/21,Mon,36.12,287.32,20.338,1620,199.49,,,12.206,1.3123
2459388,2021/6/22,Tue,36.085,287.04,20.427,1621.2,199.3,,,12.14,1.3122
2459389,2021/6/23,Wed,36.044,286.71,20.289,1621.2,199.07,,,12.117,1.3111
2459390,2021/6/24,Thu,36.051,286.77,20.298,1616.7,199.11,,,12.089,1.3116
2459391,2021/6/25,Fri,36.04,286.69,20.161,1610.3,199.05,,,12.116,1.3102
2459394,2021/6/28,Mon,36.08,287,20.33,1614.7,199.27,,,12.141,1.3132
2459395,2021/6/29,Tue,36.124,287.35,20.464,1614.8,199.51,,,12.167,1.3143
2459396,2021/6/30,Wed,36.19,287.87,20.357,1609.6,199.88,,,12.169,1.3179
2459398,2021/7/2,Fri,36.191,287.88,20.348,1613.3,199.88,,,12.186,1.3135
2459401,2021/7/5,Mon,36.183,287.82,20.306,1610.9,199.84,,,12.182,1.314
2459402,2021/7/6,Tue,36.257,288.41,20.409,1617.6,200.24,,,12.224,1.3152
2459403,2021/7/7,Wed,36.298,288.74,20.372,1622,200.47,,,12.263,1.3158
2459404,2021/7/8,Thu,36.219,288.11,20.413,1637,200.04,,,12.232,1.3039
2459405,2021/7/9,Fri,36.191,287.89,20.314,1631.8,199.89,,,12.233,1.3043
2459408,2021/7/12,Mon,36.211,288.05,20.551,1633.8,199.99,,,12.234,1.3048
2459409,2021/7/13,Tue,36.311,288.84,20.848,1633.6,200.55,,,12.288,1.3058
2459410,2021/7/14,Wed,36.289,288.66,20.737,1633.1,200.42,,,12.285,1.3043
2459411,2021/7/15,Thu,36.321,288.92,20.737,1625.8,200.6,,,12.345,1.3071
2459412,2021/7/16,Fri,36.299,288.75,20.496,1624.3,200.48,,,12.347,1.3081
2459415,2021/7/19,Mon,36.306,288.8,20.675,1638.9,200.52,,,12.358,1.3055
2459416,2021/7/20,Tue,36.338,289.05,20.775,1631.6,200.69,,,12.366,1.3089
2459417,2021/7/21,Wed,36.318,288.89,20.76,1637,200.58,,,12.357,1.3061
2459418,2021/7/22,Thu,36.359,289.22,20.865,1634.6,200.81,,,12.33,1.3062
2459419,2021/7/23,Fri,36.365,289.27,21.031,1637.4,200.84,,,12.337,1.3076
2459422,2021/7/26,Mon,36.305,288.79,21.068,1640.7,200.51,,,12.286,1.3036
2459423,2021/7/27,Tue,36.274,288.54,21.087,1644.3,200.34,,,12.265,1.3015
2459424,2021/7/28,Wed,36.307,288.81,21.092,1643.7,200.52,,,12.274,1.3006
2459425,2021/7/29,Thu,36.204,287.99,20.803,1632.9,199.96,,,12.213,1.2949
2459426,2021/7/30,Fri,36.225,288.16,20.842,1643.4,200.07,,,12.255,1.2931
2459430,2021/8/3,Tue,36.231,288.21,20.476,1641.3,200.11,,,12.273,1.2904
2459431,2021/8/4,Wed,36.265,288.47,20.453,1631.4,200.29,,,12.266,1.2918
2459432,2021/8/5,Thu,36.284,288.63,20.519,1628.9,200.4,,,12.282,1.2927
2459433,2021/8/6,Fri,36.401,289.55,20.768,1629.6,201.04,,,12.306,1.2989
2459436,2021/8/9,Mon,36.432,289.8,20.906,1629,201.22,,,12.355,1.3056
2459437,2021/8/10,Tue,36.484,290.22,21.024,1635.7,201.5,,,12.367,1.3096
2459438,2021/8/11,Wed,36.451,289.95,20.842,1643.2,201.32,,,12.344,1.3091
2459439,2021/8/12,Thu,36.453,289.96,20.971,1652.2,201.33,,,12.337,1.3108
2459440,2021/8/13,Fri,36.364,289.26,20.976,1654.9,200.84,,,12.298,1.3046
2459443,2021/8/16,Mon,36.402,289.56,21.06,1660.8,201.05,,,12.319,1.2984
2459444,2021/8/17,Tue,36.478,290.17,21.149,1670,201.47,,,12.392,1.297
2459445,2021/8/18,Wed,36.502,290.36,21.193,1660.7,201.6,,,12.375,1.301
2459446,2021/8/19,Thu,36.525,290.54,21.514,1665.9,201.73,,,12.466,1.3006
2459447,2021/8/20,Fri,36.512,290.44,21.699,1670.7,201.66,,,12.49,1.2997
2459450,2021/8/23,Mon,36.435,289.82,21.52,1660.8,201.23,,,12.382,1.2973
2459451,2021/8/24,Tue,36.425,289.75,21.34,1655.3,201.18,,,12.352,1.2964
2459452,2021/8/25,Wed,36.404,289.58,21.258,1654.9,201.06,,,12.352,1.2983
2459453,2021/8/26,Thu,36.389,289.46,21.198,1661.9,200.98,,,12.373,1.3036
2459454,2021/8/27,Fri,36.348,289.13,21.022,1655.8,200.75,,,12.313,1.2989
2459457,2021/8/30,Mon,36.33,288.99,20.833,1658.5,200.65,,,12.272,1.3037
2459458,2021/8/31,Tue,36.297,288.73,20.674,1647.7,200.47,,,12.267,1.3019
2459459,2021/9/1,Wed,36.236,288.24,20.517,1647.7,200.13,,,12.26,1.3036
2459460,2021/9/2,Thu,36.21,288.04,20.564,1652.2,199.99,,,12.236,1.305
2459461,2021/9/3,Fri,36.183,287.82,20.408,1648.7,199.84,,,12.199,1.3042
2459465,2021/9/7,Tue,36.22,288.11,20.384,1657,200.04,,,12.222,1.3075
2459466,2021/9/8,Wed,36.276,288.56,20.253,1659.9,200.35,,,12.266,1.3118
2459467,2021/9/9,Thu,36.296,288.72,20.181,1666.4,200.46,,,12.265,1.3074
2459468,2021/9/10,Fri,36.31,288.83,20.174,1665.1,200.54,,,12.278,1.3077
2459471,2021/9/13,Mon,36.343,289.09,20.163,1672.1,200.72,,,12.271,1.3127
2459472,2021/9/14,Tue,36.321,288.92,20.354,1666.1,200.6,,,12.241,1.3104
2459473,2021/9/15,Wed,36.347,289.12,20.529,1664.9,200.74,,,12.233,1.3102
2459474,2021/9/16,Thu,36.427,289.76,20.733,1670.2,201.18,,,12.276,1.3169
2459475,2021/9/17,Fri,36.445,289.9,20.895,1676.3,201.28,,,12.309,1.3222
2459478,2021/9/20,Mon,36.473,290.13,21.006,1685.9,201.44,,,12.353,1.3175
"(C) 2021 Prof. Werner Antweiler, UBC",,,,,,,,,,,
