PACIFIC Exchange Rate Service,,,,,,,,,,,,
Jul.Day,YYYY/MM/DD,Wdy,IEP/XDR,ILS/XDR,ITL/XDR,JMD/XDR,JPY/XDR,JOD/XDR,KWD/XDR,LBP/XDR,LUF/XDR,MYR/XDR
2459258,2021/2/12,Fri,0.93679,4.6771,2303.2,,151.22,,,,47.984,5.8139
2459262,2021/2/16,Tue,0.93661,4.6736,2302.7,,152.38,,,,47.974,5.8189
2459263,2021/2/17,Wed,0.94001,4.6884,2311.1,,152.23,,,,48.148,5.8133
2459264,2021/2/18,Thu,0.9382,4.7035,2306.6,,152.14,,,,48.056,5.8305
2459265,2021/2/19,Fri,0.93683,4.7181,2303.2,,152.23,,,,47.985,5.8291
2459268,2021/2/22,Mon,0.93567,4.7152,2300.4,,151.77,,,,47.926,5.8279
2459269,2021/2/23,Tue,0.93595,4.7105,2301.1,,152.02,,,,47.94,5.8324
2459270,2021/2/24,Wed,0.93621,4.7073,2301.7,,152.95,,,,47.954,5.8245
2459271,2021/2/25,Thu,0.93238,4.7587,2292.3,,153.49,,,,47.757,5.8624
2459272,2021/2/26,Fri,0.93681,4.7718,2303.2,,153.29,,,,47.984,5.8464
2459275,2021/3/1,Mon,0.93936,4.7439,2309.5,,153.4,,,,48.115,5.8222
2459276,2021/3/2,Tue,0.93837,4.733,2307,,153.56,,,,48.065,5.8184
2459277,2021/3/3,Wed,0.93843,4.7252,2307.2,,153.76,,,,48.067,5.8178
2459278,2021/3/4,Thu,0.94067,4.7467,2312.7,,154.43,,,,48.182,5.819
2459279,2021/3/5,Fri,0.94415,4.7287,2321.3,,154.7,,,,48.361,5.8066
2459282,2021/3/8,Mon,0.94635,4.7541,2326.6,,155.16,,,,48.473,5.8496
2459283,2021/3/9,Tue,0.94543,4.766,2324.4,,155.12,,,,48.426,5.8939
2459284,2021/3/10,Wed,0.94481,4.745,2322.9,,154.97,,,,48.394,5.8901
2459285,2021/3/11,Thu,0.94225,4.7246,2316.6,,155.32,,,,48.263,5.8749
2459286,2021/3/12,Fri,0.94266,4.7265,2317.6,,155.82,,,,48.284,5.8597
2459289,2021/3/15,Mon,0.94347,4.7262,2319.6,,155.99,,,,48.326,5.8761
2459290,2021/3/16,Tue,0.94447,4.7012,2322,,155.61,,,,48.377,5.8697
2459291,2021/3/17,Wed,0.94378,4.6941,2320.3,,155.91,,,,48.341,5.8833
2459292,2021/3/18,Thu,0.94381,4.7177,2320.4,,155.86,,,,48.343,5.8807
2459293,2021/3/19,Fri,0.94478,4.705,2322.8,,155.49,,,,48.393,5.8604
2459296,2021/3/22,Mon,0.94304,4.7268,2318.5,,155.46,,,,48.304,5.8856
2459297,2021/3/23,Tue,0.94602,4.6871,2325.8,,154.91,,,,48.456,5.8726
2459298,2021/3/24,Wed,0.94765,4.6741,2329.9,,154.77,,,,48.54,5.8661
2459299,2021/3/25,Thu,0.94935,4.715,2334,,155.07,,,,48.627,5.9025
2459300,2021/3/26,Fri,0.94924,4.7375,2333.7,,155.85,,,,48.621,5.895
2459303,2021/3/29,Mon,0.94955,4.7318,2334.5,,155.75,,,,48.637,5.8829
2459304,2021/3/30,Tue,0.9516,4.7265,2339.6,,156.26,,,,48.742,5.8864
2459305,2021/3/31,Wed,0.95127,4.7248,2338.8,,156.93,,,,48.725,5.8633
2459306,2021/4/1,Thu,0.9498,4.7196,2335.1,,156.92,,,,48.65,5.87
2459310,2021/4/5,Mon,0.9484,,2331.7,,156.57,,,,48.578,
2459311,2021/4/6,Tue,0.94623,4.6986,2326.4,,156.4,,,,48.467,5.8787
2459312,2021/4/7,Wed,0.94379,4.7057,2320.4,,156.38,,,,48.342,5.8886
2459313,2021/4/8,Thu,0.94283,4.6775,2318,,155.64,,,,48.293,5.8928
2459314,2021/4/9,Fri,0.94303,4.6716,2318.5,,156.16,,,,48.303,5.8742
2459317,2021/4/12,Mon,0.94253,4.6961,2317.3,,155.87,,,,48.278,5.8963
2459318,2021/4/13,Tue,0.94135,4.6905,2314.4,,155.74,,,,48.217,5.8709
2459319,2021/4/14,Wed,0.94001,4.6852,2311.1,,155.72,,,,48.149,5.8868
2459320,2021/4/15,Thu,0.94048,4.704,2312.2,,155.33,,,,48.172,5.9125
2459321,2021/4/16,Fri,0.94001,4.6868,2311.1,,155.6,,,,48.148,5.9013
2459324,2021/4/19,Mon,0.9388,4.6879,2308.1,,155.06,,,,48.087,5.9254
2459325,2021/4/20,Tue,0.93849,4.6808,2307.3,,155.19,,,,48.071,5.9273
2459326,2021/4/21,Wed,0.93929,4.6382,2309.3,,155.06,,,,48.111,5.8698
2459327,2021/4/22,Thu,0.93911,4.6722,2308.9,,154.96,,,,48.102,5.8899
2459328,2021/4/23,Fri,0.93638,4.6729,2302.1,,154.83,,,,47.962,5.9025
2459331,2021/4/26,Mon,0.93607,4.6454,2301.4,,155.27,,,,47.947,5.8733
2459332,2021/4/27,Tue,0.93597,4.6556,2301.1,,155.81,,,,47.942,5.8865
2459333,2021/4/28,Wed,0.93531,4.6586,2299.5,,156.33,,,,47.908,5.8758
2459334,2021/4/29,Thu,0.93412,4.6684,2296.6,,156.64,,,,47.846,5.9011
2459335,2021/4/30,Fri,0.93722,4.6534,2304.2,,156.53,,,,48.005,5.8742
2459338,2021/5/3,Mon,0.93688,4.646,2303.4,,156.58,,,,47.988,5.8808
2459339,2021/5/4,Tue,0.93866,4.6494,2307.8,,156.55,,,,48.079,5.8941
2459340,2021/5/5,Wed,0.93996,4.6784,2310.9,,156.5,,,,48.146,5.8976
2459341,2021/5/6,Thu,0.93712,4.66,2304,,156.54,,,,48.001,5.8927
2459342,2021/5/7,Fri,0.93384,4.6992,2295.9,,156.41,,,,47.832,5.9085
2459345,2021/5/10,Mon,0.9341,4.6779,2296.5,,156.87,,,,47.846,5.9139
2459346,2021/5/11,Tue,0.93405,4.7329,2296.4,,156.61,,,,47.843,5.9368
2459347,2021/5/12,Wed,0.93668,4.7181,2302.9,,157.22,,,,47.978,5.9365
2459348,2021/5/13,Thu,0.93663,4.7341,2302.7,,157.39,,,,47.975,5.9316
2459349,2021/5/14,Fri,0.93428,4.7154,2297,,157.5,,,,47.855,5.9318
2459352,2021/5/17,Mon,0.93385,4.7168,2295.9,,157.24,,,,47.833,5.9315
2459353,2021/5/18,Tue,0.93118,4.7403,2289.3,,157.4,,,,47.696,5.9756
2459354,2021/5/19,Wed,0.93134,4.7184,2289.7,,157.21,,,,47.704,5.9851
2459355,2021/5/20,Thu,0.93107,4.7002,2289.1,,157.17,,,,47.691,5.9675
2459356,2021/5/21,Fri,0.93275,4.7014,2293.2,,157.07,,,,47.776,5.9832
2459360,2021/5/25,Tue,0.92962,4.6928,2285.5,,157.46,,,,47.616,6.001
2459361,2021/5/26,Wed,0.93177,4.702,2290.8,,157.58,,,,47.726,5.9935
2459362,2021/5/27,Thu,0.93248,4.6836,2292.6,,158.33,,,,47.763,5.9699
2459363,2021/5/28,Fri,0.9332,4.6821,2294.3,,158.6,,,,47.799,5.9518
2459366,2021/5/31,Mon,0.93168,4.6926,2290.6,,158.33,,,,47.722,5.9621
2459367,2021/6/1,Tue,0.93061,4.6892,2288,,158.22,,,,47.667,5.9693
2459368,2021/6/2,Wed,0.93192,4.6929,2291.2,,158.37,,,,47.734,5.9497
2459369,2021/6/3,Thu,0.93447,4.6914,2297.4,,158.72,,,,47.865,5.9523
2459370,2021/6/4,Fri,0.93382,4.6852,2295.9,,158.02,,,,47.832,5.9389
2459373,2021/6/7,Mon,0.93291,4.6918,2293.6,,157.72,,,,47.785,5.96
2459374,2021/6/8,Tue,0.93292,4.6887,2293.6,,157.95,,,,47.785,5.9574
2459375,2021/6/9,Wed,0.93258,4.6875,2292.8,,158.11,,,,47.768,5.9507
2459376,2021/6/10,Thu,0.93336,4.6721,2294.7,,158.05,,,,47.808,5.9385
2459377,2021/6/11,Fri,0.93635,4.6891,2302.1,,157.97,,,,47.961,5.9309
2459380,2021/6/14,Mon,0.93547,4.6624,2299.9,,158.35,,,,47.916,5.9125
2459381,2021/6/15,Tue,0.93507,4.6679,2298.9,,158.46,,,,47.895,5.925
2459382,2021/6/16,Wed,0.93656,4.6644,2302.6,,158.28,,,,47.972,5.9297
2459383,2021/6/17,Thu,0.94399,4.6639,2320.9,,157.72,,,,48.352,5.9207
2459384,2021/6/18,Fri,0.946,4.6806,2325.8,,157.16,,,,48.455,5.9253
2459387,2021/6/21,Mon,0.94426,4.6525,2321.5,,157.38,,,,48.366,5.9063
2459388,2021/6/22,Tue,0.94336,4.6467,2319.3,,158.06,,,,48.32,5.9288
2459389,2021/6/23,Wed,0.94227,4.657,2316.6,,158.46,,,,48.264,5.9536
2459390,2021/6/24,Thu,0.94246,4.6487,2317.1,,158.33,,,,48.274,5.9505
2459391,2021/6/25,Fri,0.94218,4.6396,2316.4,,158.27,,,,48.26,5.937
2459394,2021/6/28,Mon,0.94322,4.6579,2319,,157.99,,,,48.313,5.9227
2459395,2021/6/29,Tue,0.94437,4.6563,2321.8,,157.74,,,,48.372,5.9288
2459396,2021/6/30,Wed,0.94608,4.6492,2326,,158.08,,,,48.459,5.9174
2459398,2021/7/2,Fri,0.94612,4.6377,2326.1,,158.28,,,,48.461,5.8978
2459401,2021/7/5,Mon,0.94592,4.6424,2325.6,,158.05,,,,48.451,5.9138
2459402,2021/7/6,Tue,0.94783,4.6755,2330.3,,157.45,,,,48.549,5.9519
2459403,2021/7/7,Wed,0.94892,4.6629,2333,,157.45,,,,48.605,5.9406
2459404,2021/7/8,Thu,0.94685,4.6556,2327.9,,156.25,,,,48.499,5.9361
2459405,2021/7/9,Fri,0.94613,4.6726,2326.1,,156.99,,,,48.462,5.9651
2459408,2021/7/12,Mon,0.94665,4.6706,2327.4,,157.17,,,,48.488,5.9616
2459409,2021/7/13,Tue,0.94925,4.679,2333.8,,157.16,,,,48.622,5.9807
2459410,2021/7/14,Wed,0.94867,4.6728,2332.4,,156.84,,,,48.592,5.9952
2459411,2021/7/15,Thu,0.94952,4.6603,2334.4,,156.61,,,,48.635,5.999
2459412,2021/7/16,Fri,0.94895,4.6787,2333,,156.74,,,,48.606,5.9914
2459415,2021/7/19,Mon,0.94912,4.6817,2333.5,,155.59,,,,48.615,6.0019
2459416,2021/7/20,Tue,0.94995,4.6703,2335.5,,155.85,,,,48.658,5.986
2459417,2021/7/21,Wed,0.94944,4.6439,2334.2,,156.68,,,,48.631,5.9704
2459418,2021/7/22,Thu,0.9505,4.6573,2336.8,,156.59,,,,48.685,6.0115
2459419,2021/7/23,Fri,0.95067,4.652,2337.3,,156.98,,,,48.694,6.0077
2459422,2021/7/26,Mon,0.94909,4.6409,2333.4,,157,,,,48.614,6.0143
2459423,2021/7/27,Tue,0.94828,4.6352,2331.4,,156.26,,,,48.572,6.0325
2459424,2021/7/28,Wed,0.94915,4.6387,2333.5,,156.74,,,,48.617,6.0258
2459425,2021/7/29,Thu,0.94646,4.6258,2326.9,,156.54,,,,48.479,6.0432
2459426,2021/7/30,Fri,0.94701,4.6169,2328.3,,156.53,,,,48.507,6.0327
2459430,2021/8/3,Tue,0.94717,4.6001,2328.7,,155.71,,,,48.515,6.0388
2459431,2021/8/4,Wed,0.94805,4.5746,2330.8,,156.03,,,,48.56,6.0229
2459432,2021/8/5,Thu,0.94855,4.5745,2332.1,,156.46,,,,48.586,6.0108
2459433,2021/8/6,Fri,0.9516,4.589,2339.5,,156.66,,,,48.742,6.021
2459436,2021/8/9,Mon,0.95243,4.5824,2341.6,,156.61,,,,48.784,6.0206
2459437,2021/8/10,Tue,0.95379,4.5703,2344.9,,156.94,,,,48.854,5.9889
2459438,2021/8/11,Wed,0.95291,4.562,2342.8,,156.92,,,,48.809,6.0131
2459439,2021/8/12,Thu,0.95295,4.5752,2342.9,,156.77,,,,48.811,6.0118
2459440,2021/8/13,Fri,0.95065,4.5759,2337.2,,156.2,,,,48.693,6.0292
2459443,2021/8/16,Mon,0.95162,4.5825,2339.6,,155.4,,,,48.743,6.0361
2459444,2021/8/17,Tue,0.95363,4.5881,2344.5,,155.42,,,,48.846,6.0226
2459445,2021/8/18,Wed,0.95424,4.5909,2346.1,,155.95,,,,48.877,6.018
2459446,2021/8/19,Thu,0.95484,4.6196,2347.5,,155.58,,,,48.908,6.0227
2459447,2021/8/20,Fri,0.95452,4.577,2346.7,,155.51,,,,48.892,5.9765
2459450,2021/8/23,Mon,0.95249,4.5708,2341.8,,155.87,,,,48.788,5.979
2459451,2021/8/24,Tue,0.95224,4.5663,2341.1,,155.74,,,,48.775,5.9844
2459452,2021/8/25,Wed,0.95168,4.5843,2339.7,,156.26,,,,48.746,5.9654
2459453,2021/8/26,Thu,0.9513,4.5926,2338.8,,156.35,,,,48.727,5.9766
2459454,2021/8/27,Fri,0.95022,4.5783,2336.2,,156.36,,,,48.671,5.9361
2459457,2021/8/30,Mon,0.94975,4.5823,2335,,156.31,,,,48.647,5.916
2459458,2021/8/31,Tue,0.9489,4.5756,2332.9,,156.44,,,,48.604,5.9311
2459459,2021/9/1,Wed,0.94728,4.5683,2329,,156.72,,,,48.521,5.925
2459460,2021/9/2,Thu,0.94661,4.5617,2327.3,,156.83,,,,48.487,5.9084
2459461,2021/9/3,Fri,0.9459,4.567,2325.5,,156.63,,,,48.45,5.9128
2459465,2021/9/7,Tue,0.94686,4.5763,2327.9,,157.02,,,,48.499,5.9324
2459466,2021/9/8,Wed,0.94835,4.5687,2331.6,,156.9,,,,48.576,5.9174
2459467,2021/9/9,Thu,0.94887,4.5581,2332.9,,156.38,,,,48.602,5.9038
2459468,2021/9/10,Fri,0.94922,4.569,2333.7,,156.65,,,,48.62,5.9115
2459471,2021/9/13,Mon,0.95009,4.5628,2335.9,,156.61,,,,48.665,5.9027
2459472,2021/9/14,Tue,0.94951,4.5821,2334.4,,156.36,,,,48.635,5.934
2459473,2021/9/15,Wed,0.95019,4.5524,2336.1,,155.84,,,,48.67,5.909
2459474,2021/9/16,Thu,0.95228,4.5762,2341.2,,155.89,,,,48.777,5.9353
2459475,2021/9/17,Fri,0.95275,4.5744,2342.4,,156.18,,,,48.801,5.9543
2459478,2021/9/20,Mon,0.9535,4.5513,2344.2,,155.35,,,,48.839,5.9376
"(C) 2021 Prof. Werner Antweiler, UBC",,,,,,,,,,,,
